# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1658450	1661152	+	ACR42415.1			alanyl-tRNA synthetase			M164_1812	2703	900	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1661162	1661803	+							M164_1813	642		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1661162	1661803	+	ACR42416.1			protein of unknown function DUF434			M164_1813	642	213	
gene	tRNA	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1661828	1661915	+							M164_R0032	88		
tRNA		GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1661828	1661915	+				tRNA-Arg			M164_R0032	88		
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1662166	1663209	+							M164_1814	1044		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1662166	1663209	+	ACR42417.1			conserved hypothetical protein			M164_1814	1044	347	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1663304	1665670	+							M164_1815	2367		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1663304	1665670	+	ACR42418.1			conserved hypothetical protein			M164_1815	2367	788	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1665738	1665956	+							M164_1816	219		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1665738	1665956	+	ACR42419.1			zinc finger SWIM domain protein			M164_1816	219	72	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1665928	1667049	+							M164_1817	1122		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1665928	1667049	+	ACR42420.1			thiamine biosynthesis/tRNA modification protein ThiI			M164_1817	1122	373	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1667158	1668192	-							M164_1818	1035		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1667158	1668192	-	ACR42421.1			Myo-inositol-1-phosphate synthase			M164_1818	1035	344	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1668185	1669579	-							M164_1819	1395		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1668185	1669579	-	ACR42422.1			NADH/Ubiquinone/plastoquinone (complex I)			M164_1819	1395	464	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1669579	1672965	-							M164_1820	3387		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1669579	1672965	-	ACR42423.1			NADH dehydrogenase (quinone)			M164_1820	3387	1128	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1672967	1673254	-							M164_1821	288		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1672967	1673254	-	ACR42424.1			NADH-ubiquinone oxidoreductase chain 4L			M164_1821	288	95	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1673257	1673760	-							M164_1822	504		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1673257	1673760	-	ACR42425.1			NADH-ubiquinone/plastoquinone oxidoreductase chain 6			M164_1822	504	167	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1673741	1674244	-							M164_1823	504		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1673741	1674244	-	ACR42426.1			NADH-quinone oxidoreductase, chain I			M164_1823	504	167	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1674232	1675290	-							M164_1824	1059		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1674232	1675290	-	ACR42427.1			NADH dehydrogenase (quinone)			M164_1824	1059	352	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1675290	1676522	-							M164_1825	1233		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1675290	1676522	-	ACR42428.1			NADH dehydrogenase (quinone)			M164_1825	1233	410	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1676500	1676994	-							M164_1826	495		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1676500	1676994	-	ACR42429.1			NADH (or F420H2) dehydrogenase, subunit C			M164_1826	495	164	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1676991	1677380	-							M164_1827	390		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1676991	1677380	-	ACR42430.1			NADH-ubiquinone/plastoquinone oxidoreductase chain 3			M164_1827	390	129	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1677460	1678242	-							M164_1828	783		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1677460	1678242	-	ACR42431.1			thymidylate synthase, flavin-dependent			M164_1828	783	260	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1678369	1678701	-							M164_1829	333		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1678369	1678701	-	ACR42432.1			conserved hypothetical protein			M164_1829	333	110	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1678742	1679923	+							M164_1830	1182		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1678742	1679923	+	ACR42433.1			conserved hypothetical protein			M164_1830	1182	393	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1679910	1680614	-							M164_1831	705		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1679910	1680614	-	ACR42434.1			conserved hypothetical protein			M164_1831	705	234	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1680626	1681711	-							M164_1832	1086		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1680626	1681711	-	ACR42435.1			Nucleotidyl transferase			M164_1832	1086	361	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1681745	1682380	-							M164_1833	636		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1681745	1682380	-	ACR42436.1			Superoxide dismutase			M164_1833	636	211	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1682445	1684352	+							M164_1834	1908		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1682445	1684352	+	ACR42437.1			conserved hypothetical protein			M164_1834	1908	635	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1684357	1684575	-							M164_1835	219		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1684357	1684575	-	ACR42438.1			conserved hypothetical protein			M164_1835	219	72	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1684640	1685434	-							M164_1836	795		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1684640	1685434	-	ACR42439.1			conserved hypothetical protein			M164_1836	795	264	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1685442	1687094	-							M164_1837	1653		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1685442	1687094	-	ACR42440.1			DEAD_2 domain protein			M164_1837	1653	550	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1687096	1687389	-							M164_1838	294		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1687096	1687389	-	ACR42441.1			conserved hypothetical protein			M164_1838	294	97	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1687607	1687960	+							M164_1839	354		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1687607	1687960	+	ACR42442.1			Rieske (2Fe-2S) domain protein			M164_1839	354	117	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1687921	1688583	-							M164_1840	663		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1687921	1688583	-	ACR42443.1			3-dehydroquinate dehydratase, putative (AroD)			M164_1840	663	220	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1688580	1689824	-							M164_1841	1245		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1688580	1689824	-	ACR42444.1			3-phosphoshikimate 1-carboxyvinyltransferase			M164_1841	1245	414	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1689793	1690599	-							M164_1842	807		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1689793	1690599	-	ACR42445.1			shikimate kinase			M164_1842	807	268	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1690569	1691744	-							M164_1843	1176		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1690569	1691744	-	ACR42446.1			Chorismate synthase			M164_1843	1176	391	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1691722	1692531	-							M164_1844	810		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1691722	1692531	-	ACR42447.1			Shikimate dehydrogenase substrate binding domain protein			M164_1844	810	269	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1692516	1693580	-							M164_1845	1065		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1692516	1693580	-	ACR42448.1			3-dehydroquinate synthase			M164_1845	1065	354	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1693577	1694572	-							M164_1846	996		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1693577	1694572	-	ACR42449.1			phospho-2-dehydro-3-deoxyheptonate aldolase			M164_1846	996	331	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1694574	1695614	-							M164_1847	1041		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1694574	1695614	-	ACR42450.1			chorismate mutase			M164_1847	1041	346	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1695615	1696556	-							M164_1848	942		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1695615	1696556	-	ACR42451.1			Transketolase central region			M164_1848	942	313	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1696525	1697370	-							M164_1849	846		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1696525	1697370	-	ACR42452.1			Transketolase domain protein			M164_1849	846	281	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1697252	1698295	+							M164_1850	1044		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1697252	1698295	+	ACR42453.1			UBA/THIF-type NAD/FAD binding protein			M164_1850	1044	347	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1698295	1699191	+							M164_1851	897		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1698295	1699191	+	ACR42454.1			conserved hypothetical protein			M164_1851	897	298	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1699164	1700243	+							M164_1852	1080		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1699164	1700243	+	ACR42455.1			conserved hypothetical protein			M164_1852	1080	359	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1700212	1700457	+							M164_1853	246		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1700212	1700457	+	ACR42456.1			conserved hypothetical protein			M164_1853	246	81	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1700499	1701035	+							M164_1854	537		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1700499	1701035	+	ACR42457.1			ribosomal protein L16			M164_1854	537	178	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1701032	1702033	+							M164_1855	1002		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1701032	1702033	+	ACR42458.1			diphthamide biosynthesis protein			M164_1855	1002	333	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1702039	1702608	+							M164_1856	570		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1702039	1702608	+	ACR42459.1			RNA binding S1 domain protein			M164_1856	570	189	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1702598	1702876	+							M164_1857	279		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1702598	1702876	+	ACR42460.1			RNA polymerase dimerisation			M164_1857	279	92	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1702873	1703145	+							M164_1858	273		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1702873	1703145	+	ACR42461.1			DNA-directed RNA polymerase, putative subunit M (RpoM-like)			M164_1858	273	90	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1703164	1703499	+							M164_1859	336		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1703164	1703499	+	ACR42462.1			transcription termination factor Tfs			M164_1859	336	111	
gene	tRNA	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1703543	1703632	+							M164_R0033	90		
tRNA		GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1703543	1703632	+				tRNA-OTHER			M164_R0033	90		
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1703704	1705059	+							M164_1860	1356		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1703704	1705059	+	ACR42463.1			General substrate transporter			M164_1860	1356	451	
gene	tRNA	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1705268	1705342	-							M164_R0034	75		
tRNA		GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1705268	1705342	-				tRNA-Arg			M164_R0034	75		
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1705721	1707529	+							M164_1861	1809		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1705721	1707529	+	ACR42464.1			ABC transporter related			M164_1861	1809	602	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1707561	1708709	+							M164_1862	1149		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1707561	1708709	+	ACR42465.1			protein of unknown function DUF100			M164_1862	1149	382	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1708720	1708959	+							M164_1863	240		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1708720	1708959	+	ACR42466.1			SSU ribosomal protein S17E (rps17E)			M164_1863	240	79	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1708961	1709212	+							M164_1864	252		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1708961	1709212	+	ACR42467.1			conserved hypothetical protein			M164_1864	252	83	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1709332	1709613	+							M164_1865	282		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1709332	1709613	+	ACR42468.1			conserved hypothetical protein			M164_1865	282	93	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1709640	1711265	+							M164_1866	1626		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1709640	1711265	+	ACR42469.1			protein of unknown function DUF87			M164_1866	1626	541	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1711262	1712920	-							M164_1867	1659		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1711262	1712920	-	ACR42470.1			thermosome			M164_1867	1659	552	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1712976	1713488	-							M164_1868	513		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1712976	1713488	-	ACR42471.1			Zinc finger TFIIB-type domain protein			M164_1868	513	170	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1713489	1713911	+							M164_1869	423		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1713489	1713911	+	ACR42472.1			tRNA intron endonuclease, catalytic domain protein			M164_1869	423	140	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1713918	1715198	+							M164_1870	1281		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1713918	1715198	+	ACR42473.1			histidyl-tRNA synthetase			M164_1870	1281	426	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1715234	1715824	+							M164_1871	591		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1715234	1715824	+	ACR42474.1			Proteasome endopeptidase complex			M164_1871	591	196	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1715821	1716219	-							M164_1872	399		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1715821	1716219	-	ACR42475.1			DNA-directed RNA polymerase, subunit G (RpoG)			M164_1872	399	132	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1716266	1716706	+							M164_1873	441		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1716266	1716706	+	ACR42476.1			Like-Sm ribonucleoprotein core			M164_1873	441	146	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1716703	1718211	+							M164_1874	1509		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1716703	1718211	+	ACR42477.1			tRNA-guanine transglycosylase, various specificities			M164_1874	1509	502	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1718179	1718901	-							M164_1875	723		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1718179	1718901	-	ACR42478.1			protein of unknown function DUF75			M164_1875	723	240	
